foto,strana,slogan,name,scenari,rezhisser,nameang,genre,dlina
/storage/1686614_500x800x250.jpg,США,,Отвергнутая (,Джастин Прайс,Джастин Прайс,Forsaken,Ужасы, 89 мин.
/storage/1686623_500x800x250.jpg,США,,Ублюдок (,Патрик Брайс,Патрик Брайс,Creep,Ужасы, 82 мин.
/storage/194428_500x800x250.jpg,США,,Безумие (,Джонатан Левин,Джонатан Левин,The Wackness,Комедия, 95 мин.
,,,Прокачка (,,,,,
/storage/1687097_500x800x250.jpg,США,,Прокачка (,Шон Райан,Тимоти Вудворд мл.,Swap,Фантастика, 90 мин.
,,,Возвращение льва (,,,,,
/storage/1674121_500x800x250.jpg,Нидерланды,,Чистые руки (,Карл Йос,Tjebbo Penning,Schone Handen,Триллер, 108 мин.
/storage/1664770_500x800x250.jpg,Великобритания,,Нобл (,Стивен Брэдли,Стивен Брэдли,Noble,Драма, 100 мин.
,,,Сестры войны (,,,,,
/storage/257970_500x800x250.jpg,Австралия,,Сестры войны (,,Брендан Мехер,Sisters of War,Драма, 95 мин.
,,,Дочь Бога (,,,,,
/storage/1676491_500x800x250.jpg,США,,Дочь Бога (,Ги Малик Линтон,Деклан Дэйл,Exposed,Драма, 102 мин.
/storage/1678386_500x800x250.jpg,Индия,,Возвращение льва (,Рави С. Кумар,Рави С. Кумар,Srimannarayana,Драма, 150 мин.
,,,Охота на монстра (,,,,,
/storage/190944_500x800x250.jpg,Россия,,Любовники (,,Марина Мигунова,,Мелодрама, 96 мин.
,,,Прослушивание (,,,,,
/storage/1679234_500x800x250.jpg,США,,Прослушивание (,Халил Саллинс,Халил Саллинс,Listening,Фантастика, 100 мин.
,,,Антиганг (,,,,,
/storage/1668900_500x800x250.jpg,Франция,,Антиганг (,Франсуа Лубэр,Бенжамен Роше,Antigang,Боевик, 90 мин.
,,,Проект 12: Бункер (,,,,,
/storage/1649836_500x800x250.jpg,Испания,,Проект 12: Бункер (,Хоакин Санчез,Jaime Falero,Project 12: The Bunker,Фантастика, 97 мин.
/storage/1678709_500x800x250.jpg,Индия,,Я и мистер Правильный (,,Адим Раис,Main Aur Mr. Riight,Мелодрама, 128 мин.
/storage/1159821_500x800x250.jpg,США,,Что такое любовь (,Марс Каллахан,Марс Каллахан,What Love Is,Комедия, 93 мин.
,,,Будь мужчиной (,,,,,
/storage/1637327_500x800x250.jpg,Великобритания,,Будь мужчиной (,Тесс Моррис,Бен Палмер,Man Up,Мелодрама, 88 мин.
,,,Осадок (,,,,,
/storage/1648832_500x800x250.jpg,Великобритания,,Осадок (,Джон Харрисон,Алекс Гарсиа Лопес,Residue,Ужасы, 102 мин.
,,,Себастьян (,,,,,
/storage/1680807_500x800x250.jpg,США,,Себастьян (,Дебора Твисс,Зак Миллер,A Cry from Within,Ужасы, 96 мин.
/storage/1544492_500x800x250.jpg,Россия,,Новые русские (,Камила Сафина,Камила Сафина,,Комедия, 84 мин.
/storage/1509823_500x800x250.jpg,США,,Девушка возвращается одна ночью домой (,Ана Лили Амирпур,Ана Лили Амирпур,A Girl Walks Home Alone at Night,Ужасы, 104 мин.
,,,Гадкий утёнок (,,,,,
/storage/1209662_500x800x250.jpg,Россия,,Гадкий утёнок (,Наталья Ворожбит,Фуад Шабанов,,Мелодрама, 182 мин.
,,,Темнота (,,,,,
/storage/1651036_500x800x250.jpg,США,,Темнота (,Элиас,Ник Басиле,Dark,Ужасы, 93 мин.
,,,Миссия в Майами (,,,,,
/storage/1634164_500x800x250.jpg,США,,Миссия в Майами (,Грег Кулидж,Тим Стори,Ride Along 2,Боевик, 102 мин.
/storage/1589188_500x800x250.jpg,США,,Пэн: Путешествие в Нетландию (,Бенжамин Магид,Джо Райт,Pan,Фэнтези, 111 мин.
,,,Век Адалин (,,,,,
/storage/1536096_500x800x250.jpg,США,,Век Адалин (,Дж. Миллс Гудло,Ли Толанд Кригер,The Age of Adaline,Драма, 110 мин.
,,,Форсаж 7 (,,,,,
/storage/1516804_500x800x250.jpg,США,,Форсаж 7 (,Крис Морган,Джеймс Ван,Fast & Furious 7,Боевик, 137 мин.
,,,Пэн: Путешествие в Нетландию (,,,,,
,,,Опасный сеанс (,,,,,
/storage/194742_500x800x250.jpg,США,,Опасный сеанс (,Марк Л. Смит,Марк Л. Смит,Seance,Ужасы, 88 мин.
/storage/1667119_500x800x250.jpg,США,,Незваные гости (,Т.Дж. Симфел,Адам Шиндлер,Shut In,Ужасы, 90 мин.
/storage/1633726_500x800x250.jpg,Россия,,Иван Царевич и Серый Волк 3 (,Ростислав Хаит,Дарина Шмидт,,Мультфильм, 70 мин.
,,,33 (,,,,,
/storage/1608015_500x800x250.jpg,США,,33 (,Микко Аланн,Патрисия Ригген,The 33,Драма, 120 мин.
,,,Люди будут съедены (,,,,,
/storage/1647738_500x800x250.jpg,Дания,,Люди будут съедены (,Эрик Клаузен,Эрик Клаузен,Mennesker bliver spist,Драма, 104 мин.
,,,Вокзал (,,,,,
/storage/1642179_500x800x250.jpg,Австралия,,Вокзал (,Marc Furmie,Marc Furmie,Terminus,Фантастика, 94 мин.
,,,Лазерная команда (,,,,,
/storage/1504632_500x800x250.jpg,США,,Лазерная команда (,Бёрни Бёрнс,Matt Hullum,Lazer Team,Фантастика, 90 мин.
/storage/1201982_500x800x250.jpg,США,,Некоторые девушки (,Нил ЛаБут,Дэйзи Фон Шерлер Майер,Some Girl(s),Драма, 90 мин.
,,,Ма Ма (,,,,,
/storage/1626670_500x800x250.jpg,Испания,,Ма Ма (,Хулио Медем,Хулио Медем,Ma ma,Драма, 111 мин.
/storage/1677117_500x800x250.jpg,Китай,,В погоне за девушкой (,,Лесли Йео,Chasing the Girl,Триллер, 65 мин.
,,,Обман (,,,,,
/storage/242738_500x800x250.jpg,США,,Обман (,Скотт Фрэнк,Скотт Фрэнк,The Lookout,Триллер, 99 мин.
,,,Отступление (,,,,,
/storage/1677298_500x800x250.jpg,Австралия,,Отступление (,Майкл Петрони,Майкл Петрони,Backtrack,Триллер, 90 мин.
,,,Шпионский мост (,,,,,
/storage/1623090_500x800x250.jpg,США,,Шпионский мост (,Мэтт Чарман,Стивен Спилберг,Bridge of Spies,Триллер, 150 мин.
,,,Кербела (,,,,,
/storage/1677303_500x800x250.jpg,Польша,,Кербела (,Кшиштоф Лукашевич,Кшиштоф Лукашевич,Karbala,Драма, 115 мин.
,,,Упадок (,,,,,
/storage/1677465_500x800x250.jpg,Мексика,,Упадок (,Хоакин Родригес,Хоакин Родригес,Decadencia,Драма, 90 мин.
,,,Легенда о Барни Томсоне (,,,,,
/storage/1643441_500x800x250.jpg,Канада,,Легенда о Барни Томсоне (,Ричард Кауэн,Роберт Карлайл,The Legend of Barney Thomson,Комедия, 96 мин.
,,,Девушка возвращается одна ночью домой (,,,,,
,,,Громче слов (,,,,,
/storage/1548688_500x800x250.jpg,США,,Громче слов (,Бенжамин Чапин,Энтони Фабиан,Louder Than Words,Драма, 95 мин.
,,,Чумовой (,,,,,
/storage/1652226_500x800x250.jpg,США,,Чумовой (,Этьен Форе,Этьен Форе,Bizarre,Мюзикл, 98 мин.
,,,Шутер от первого лица (,,,,,
/storage/1647750_500x800x250.jpg,Германия,,Шутер от первого лица (,Андреас Том,Андреас Том,FPS: First Person Shooter,Ужасы, 80 мин.
/storage/257437_500x800x250.jpg,США,,Драйв (,Хуссейн Амини,Николас Виндинг Рёфн,Drive,Боевик, 110 мин.
,,,Превосходство (,,,,,
/storage/1273668_500x800x250.jpg,США,,Превосходство (,Джек Паглен,Уолли Пфистер,Transcendence,Фантастика, 119 мин.
,,,Английская испанка (,,,,,
/storage/1655944_500x800x250.jpg,Испания,,Английская испанка (,Гильермо Сиснерос,Марко А. Кастильо,La espanola inglesa,Исторический, 106 мин.
,,,Конец игры (,,,,,
,,,Драйв (,,,,,
/storage/215169_500x800x250.jpg,Великобритания,,Конец игры (,Паула Милн,Пит Трэвис,Endgame,Драма, 109 мин.
,,,Девятиэтажная демоническая башня (,,,,,
/storage/1643935_500x800x250.jpg,Китай,,Девятиэтажная демоническая башня (,Чуань Лу,Чуань Лу,Gui chui deng zhi jiu ceng yao ta,Приключения, 118 мин.
,,,Коралина в Cтране Кошмаров (,,,,,
/storage/205010_500x800x250.jpg,США,,Коралина в Cтране Кошмаров (,Генри Селик,Генри Селик,Coraline,Фэнтези, 100 мин.
,,,Эффект бабочки 2 (,,,,,
/storage/291340_500x800x250.jpg,США,,Эффект бабочки 2 (,Майкл Д. Уайсс,Джон Р. Леонетти,The Butterfly Effect 2,Фантастика, 92 мин.
/storage/231663_500x800x250.jpg,Австралия,,Грузовик (,Клив Хоукинс,Дин Френсис,Road train,Ужасы, 90 мин.
/storage/1664051_500x800x250.jpg,США,,Кукла (,Stacey Menear,Уильям Брент Белл,The Boy,Ужасы, 97 мин.
,,,Где живёт мечта (,,,,,
/storage/1665407_500x800x250.jpg,США,,Где живёт мечта (,Крис Даулинг,Крис Даулинг,Where Hope Grows,Драма, 95 мин.
,,,Любите Куперов (,,,,,
,,,Топ Кэт (,,,,,
/storage/1299281_500x800x250.jpg,Мексика,,Топ Кэт (,Тимоти МакКеон,Альберто Мар,Don Gato y su pandilla,Мультфильм, 90 мин.
,,,Артур и война миров (,,,,,
,,,Баки Ларсон: Рожденный быть звездой (,,,,,
/storage/266009_500x800x250.jpg,США,,Баки Ларсон: Рожденный быть звездой (,Адам Сэндлер,Том Брэйди,Bucky Larson: Born to Be a Star,Комедия, 97 мин.
,,,Селеста и Джесси навеки (,,,,,
/storage/295741_500x800x250.jpg,США,,Селеста и Джесси навеки (,Рашида Джонс,Ли Толанд Кригер,Celeste & Jesse Forever,Комедия, 89 мин.
,,,Страх воды (,,,,,
/storage/281846_500x800x250.jpg,Канада,,Страх воды (,Марсель Больё,Гэбриел Пеллетье,La peur de l'eau,Триллер, 122 мин.
,,,Дом мальчиков (,,,,,
/storage/236380_500x800x250.jpg,Германия,,Дом мальчиков (,Жан-Клод Шлим,Жан-Клод Шлим,House of Boys,Мюзикл, 117 мин.
/storage/213387_500x800x250.jpg,США,,3-дневный уикенд (,Роб Уильямс,Роб Уильямс,3-Day Weekend,Мелодрама, 84 мин.
/storage/293043_500x800x250.jpg,Уругвай,,Немой дом (,Густаво Хернандез,Густаво Хернандез,La casa muda,Ужасы, 79 мин.
,,,Иерусалим (,,,,,
/storage/1668968_500x800x250.jpg,Израиль,,Иерусалим (,Дорон Пас,Дорон Пас,Jeruzalem,Ужасы, 94 мин.
,,,Багровый пик (,,,,,
/storage/1605455_500x800x250.jpg,США,,Багровый пик (,Гильермо Дель Торо,Гильермо Дель Торо,Crimson Peak,Ужасы, 120 мин.
,,,Маленький принц (,,,,,
/storage/1632236_500x800x250.jpg,Франция,,Маленький принц (,Irena Brignull,Марк Осборн,The Little Prince,Мультфильм, 108 мин.
,,,Всадники апокалипсиса (,,,,,
/storage/1271003_500x800x250.jpg,Канада,,Всадники апокалипсиса (,Дэйв Каллахэм,Йонас Акерлунд,Horsemen,Триллер, 110 мин.
,,,Сотрясение (,,,,,
/storage/296034_500x800x250.jpg,США,,Сотрясение (,,Стэйси Пассон,Concussion,Драма, 96 мин.
/storage/218432_500x800x250.jpg,Индия,,Взять живым или мертвым (,Сунил Кумар Агравал,Прабхудева,Wanted,Боевик, 120 мин.
,,,Сын миллиардера (,,,,,
/storage/1668361_500x800x250.jpg,Великобритания,,Сын миллиардера (,Кевин Сесил,Мэтт Липси,Billionaire Boy,Драма, 60 мин.
,,,Шерлок: Безобразная невеста (,,,,,
/storage/1660258_500x800x250.jpg,Великобритания,,Шерлок: Безобразная невеста (,,Стивен Моффат,Sherlock: The Abominable Bride,Детектив, 90 мин.
